identificativo_natante,data_cattura,peso_kg,regione,zona_FAO
238,2023-07-18,50,MARCHE,37.2.1
242,2023-07-18,70,MARCHE,37.2.1
247,2023-07-18,45,MARCHE,37.2.1
252,2023-07-18,30,MARCHE,37.2.1
288,2023-07-18,40,MARCHE,37.2.1
297,2023-07-18,27,MARCHE,37.2.1
324,2023-07-18,50,TOSCANA,37.1.3
325,2023-07-18,65,TOSCANA,37.1.3
351,2023-07-18,40,TOSCANA,37.1.3
22,2023-07-19,35,ABRUZZO,37.2.1
25,2023-07-19,30,ABRUZZO,37.2.1
59,2023-07-19,30,ABRUZZO,37.2.1
67,2023-07-19,30,ABRUZZO,37.2.1
87,2023-07-19,32,ABRUZZO,37.2.1
99,2023-07-19,35,ABRUZZO,37.2.1
110,2023-07-19,30,ABRUZZO,37.2.1
116,2023-07-19,35,ABRUZZO,37.2.1
124,2023-07-19,45,ABRUZZO,37.2.1
175,2023-07-19,40,EMILIA ROMAGNA,37.2.1
180,2023-07-19,35,EMILIA ROMAGNA,37.2.1
232,2023-07-19,40,MARCHE,37.2.1
238,2023-07-19,30,MARCHE,37.2.1
261,2023-07-19,45,MARCHE,37.2.1
280,2023-07-19,39,MARCHE,37.2.1
289,2023-07-19,35,MARCHE,37.2.1
296,2023-07-19,37,MARCHE,37.2.1
299,2023-07-19,35,MARCHE,37.2.1
306,2023-07-19,40,MARCHE,37.2.1
319,2023-07-19,45,TOSCANA,37.1.3
339,2023-07-19,40,TOSCANA,37.1.3
354,2023-07-19,45,TOSCANA,37.1.3
10,2023-07-20,35,ABRUZZO,37.2.1
22,2023-07-20,30,ABRUZZO,37.2.1
25,2023-07-20,40,ABRUZZO,37.2.1
30,2023-07-20,45,ABRUZZO,37.2.1
32,2023-07-20,30,ABRUZZO,37.2.1
61,2023-07-20,35,ABRUZZO,37.2.1
72,2023-07-20,45,ABRUZZO,37.2.1
91,2023-07-20,45,ABRUZZO,37.2.1
99,2023-07-20,35,ABRUZZO,37.2.1
126,2023-07-20,35,ABRUZZO,37.2.1
153,2023-07-20,45,CALABRIA,37.2.2
155,2023-07-20,90,CALABRIA,37.2.2
161,2023-07-20,93,CALABRIA,37.2.2
165,2023-07-20,30,MOLISE,37.2.1
220,2023-07-20,50,LIGURIA,37.1.3
238,2023-07-20,45,MARCHE,37.2.1
257,2023-07-20,35,MARCHE,37.2.1
11,2023-07-21,35,ABRUZZO,37.2.1
22,2023-07-21,30,ABRUZZO,37.2.1
64,2023-07-21,45,ABRUZZO,37.2.1
82,2023-07-21,30,ABRUZZO,37.2.1
110,2023-07-21,30,ABRUZZO,37.2.1
142,2023-07-21,81,CALABRIA,37.2.2
160,2023-07-21,55,CALABRIA,37.2.2
238,2023-07-21,35,MARCHE,37.2.1
282,2023-07-21,45,MARCHE,37.2.1
301,2023-07-21,55,MARCHE,37.2.1
302,2023-07-21,50,MARCHE,37.2.1
321,2023-07-21,50,TOSCANA,37.1.3
28,2023-07-22,34,ABRUZZO,37.2.1
42,2023-07-22,31,ABRUZZO,37.2.1
44,2023-07-22,31,ABRUZZO,37.2.1
45,2023-07-22,35,ABRUZZO,37.2.1
58,2023-07-22,40,ABRUZZO,37.2.1
69,2023-07-22,35,ABRUZZO,37.2.1
85,2023-07-22,35,ABRUZZO,37.2.1
98,2023-07-22,30,ABRUZZO,37.2.1
100,2023-07-22,40,ABRUZZO,37.2.1
165,2023-07-22,40,MOLISE,37.2.1
167,2023-07-22,35,MOLISE,37.2.1
231,2023-07-22,35,MARCHE,37.2.1
234,2023-07-22,40,MARCHE,37.2.1
248,2023-07-22,38,MARCHE,37.2.1
259,2023-07-22,35,MARCHE,37.2.1
267,2023-07-22,40,MARCHE,37.2.1
280,2023-07-22,32,MARCHE,37.2.1
2,2023-07-23,35,ABRUZZO,37.2.1
16,2023-07-23,35,ABRUZZO,37.2.1
17,2023-07-23,40,ABRUZZO,37.2.1
22,2023-07-23,30,ABRUZZO,37.2.1
24,2023-07-23,35,ABRUZZO,37.2.1
27,2023-07-23,40,ABRUZZO,37.2.1
50,2023-07-23,35,ABRUZZO,37.2.1
56,2023-07-23,30,ABRUZZO,37.2.1
68,2023-07-23,35,ABRUZZO,37.2.1
75,2023-07-23,30,ABRUZZO,37.2.1
80,2023-07-23,35,ABRUZZO,37.2.1
86,2023-07-23,40,ABRUZZO,37.2.1
92,2023-07-23,35,ABRUZZO,37.2.1
103,2023-07-23,50,ABRUZZO,37.2.1
110,2023-07-23,30,ABRUZZO,37.2.1
115,2023-07-23,32,ABRUZZO,37.2.1
125,2023-07-23,31,ABRUZZO,37.2.1
153,2023-07-23,40,CALABRIA,37.2.2
177,2023-07-23,80,EMILIA ROMAGNA,37.2.1
183,2023-07-23,50,EMILIA ROMAGNA,37.2.1
191,2023-07-23,65,FRIULI VENEZIA GIULIA,37.2.1
194,2023-07-23,65,FRIULI VENEZIA GIULIA,37.2.1
199,2023-07-23,55,LAZIO,37.1.3
205,2023-07-23,35,LAZIO,37.1.3
209,2023-07-23,65,LAZIO,37.1.3
228,2023-07-23,35,MARCHE,37.2.1
238,2023-07-23,30,MARCHE,37.2.1
241,2023-07-23,40,MARCHE,37.2.1
244,2023-07-23,35,MARCHE,37.2.1
272,2023-07-23,35,MARCHE,37.2.1
278,2023-07-23,40,MARCHE,37.2.1
279,2023-07-23,35,MARCHE,37.2.1
284,2023-07-23,32,MARCHE,37.2.1
295,2023-07-23,40,MARCHE,37.2.1
308,2023-07-23,50,MARCHE,37.2.1
315,2023-07-23,40,SICILIA,37.2.2
321,2023-07-23,45,TOSCANA,37.1.3
326,2023-07-23,60,TOSCANA,37.1.3
333,2023-07-23,30,TOSCANA,37.1.3
336,2023-07-23,58,TOSCANA,37.1.3
344,2023-07-23,45,TOSCANA,37.1.3
34,2023-07-24,35,ABRUZZO,37.2.1
74,2023-07-24,35,ABRUZZO,37.2.1
77,2023-07-24,30,ABRUZZO,37.2.1
90,2023-07-24,40,ABRUZZO,37.2.1
114,2023-07-24,50,ABRUZZO,37.2.1
139,2023-07-27,32,CALABRIA,37.2.2
344,2023-07-27,35,TOSCANA,37.1.3
182,2023-07-28,45,EMILIA ROMAGNA,37.2.1
195,2023-07-28,40,FRIULI VENEZIA GIULIA,37.2.1
204,2023-07-28,35,LAZIO,37.1.3
216,2023-07-28,51,LIGURIA,37.1.3
219,2023-07-28,63,LIGURIA,37.1.3
333,2023-07-28,35,TOSCANA,37.1.3
339,2023-07-28,70,TOSCANA,37.1.3
4,2023-07-29,35,ABRUZZO,37.2.1
22,2023-07-29,35,ABRUZZO,37.2.1
30,2023-07-29,30,ABRUZZO,37.2.1
34,2023-07-29,32,ABRUZZO,37.2.1
35,2023-07-29,40,ABRUZZO,37.2.1
38,2023-07-29,47,ABRUZZO,37.2.1
39,2023-07-29,35,ABRUZZO,37.2.1
58,2023-07-29,35,ABRUZZO,37.2.1
60,2023-07-29,40,ABRUZZO,37.2.1
61,2023-07-29,35,ABRUZZO,37.2.1
86,2023-07-29,40,ABRUZZO,37.2.1
97,2023-07-29,30,ABRUZZO,37.2.1
119,2023-07-29,30,ABRUZZO,37.2.1
124,2023-07-29,40,ABRUZZO,37.2.1
145,2023-07-29,38,CALABRIA,37.2.2
165,2023-07-29,30,MOLISE,37.2.1
166,2023-07-29,90,MOLISE,37.2.1
180,2023-07-29,35,EMILIA ROMAGNA,37.2.1
185,2023-07-29,50,FRIULI VENEZIA GIULIA,37.2.1
201,2023-07-29,40,LAZIO,37.1.3
206,2023-07-29,37,LAZIO,37.1.3
208,2023-07-29,45,LAZIO,37.1.3
215,2023-07-29,50,LIGURIA,37.1.3
218,2023-07-29,60,LIGURIA,37.1.3
226,2023-07-29,60,LIGURIA,37.1.3
233,2023-07-29,35,MARCHE,37.2.1
248,2023-07-29,40,MARCHE,37.2.1
249,2023-07-29,30,MARCHE,37.2.1
251,2023-07-29,40,MARCHE,37.2.1
279,2023-07-29,35,MARCHE,37.2.1
292,2023-07-29,50,MARCHE,37.2.1
329,2023-07-29,35,TOSCANA,37.1.3
332,2023-07-29,50,TOSCANA,37.1.3
334,2023-07-29,40,TOSCANA,37.1.3
5,2023-07-30,40,ABRUZZO,37.2.1
7,2023-07-30,35,ABRUZZO,37.2.1
19,2023-07-30,30,ABRUZZO,37.2.1
20,2023-07-30,30,ABRUZZO,37.2.1
21,2023-07-30,35,ABRUZZO,37.2.1
26,2023-07-30,45,ABRUZZO,37.2.1
28,2023-07-30,30,ABRUZZO,37.2.1
33,2023-07-30,40,ABRUZZO,37.2.1
40,2023-07-30,45,ABRUZZO,37.2.1
41,2023-07-30,30,ABRUZZO,37.2.1
47,2023-07-30,30,ABRUZZO,37.2.1
48,2023-07-30,35,ABRUZZO,37.2.1
51,2023-07-30,30,ABRUZZO,37.2.1
55,2023-07-30,35,ABRUZZO,37.2.1
57,2023-07-30,35,ABRUZZO,37.2.1
65,2023-07-30,30,ABRUZZO,37.2.1
66,2023-07-30,40,ABRUZZO,37.2.1
78,2023-07-30,35,ABRUZZO,37.2.1
79,2023-07-30,30,ABRUZZO,37.2.1
81,2023-07-30,35,ABRUZZO,37.2.1
84,2023-07-30,35,ABRUZZO,37.2.1
101,2023-07-30,50,ABRUZZO,37.2.1
102,2023-07-30,40,ABRUZZO,37.2.1
106,2023-07-30,145,ABRUZZO,37.2.1
114,2023-07-30,40,ABRUZZO,37.2.1
125,2023-07-30,30,ABRUZZO,37.2.1
128,2023-07-30,35,ABRUZZO,37.2.1
129,2023-07-30,50,ABRUZZO,37.2.1
154,2023-07-30,35,CALABRIA,37.2.2
163,2023-07-30,34,CAMPANIA,37.1.3
164,2023-07-30,70,CAMPANIA,37.1.3
170,2023-07-30,40,MOLISE,37.2.1
193,2023-07-30,40,FRIULI VENEZIA GIULIA,37.2.1
211,2023-07-30,35,LAZIO,37.1.3
214,2023-07-30,47,LIGURIA,37.1.3
222,2023-07-30,55,LIGURIA,37.1.3
244,2023-07-30,32,MARCHE,37.2.1
268,2023-07-30,40,MARCHE,37.2.1
270,2023-07-30,40,MARCHE,37.2.1
271,2023-07-30,40,MARCHE,37.2.1
276,2023-07-30,30,MARCHE,37.2.1
284,2023-07-30,45,MARCHE,37.2.1
295,2023-07-30,55,MARCHE,37.2.1
305,2023-07-30,40,MARCHE,37.2.1
313,2023-07-30,33,SARDEGNA,37.1.3
314,2023-07-30,45,SARDEGNA,37.1.3
327,2023-07-30,40,TOSCANA,37.1.3
333,2023-07-30,35,TOSCANA,37.1.3
335,2023-07-30,50,TOSCANA,37.1.3
339,2023-07-30,40,TOSCANA,37.1.3
347,2023-07-30,40,TOSCANA,37.1.3
350,2023-07-30,40,TOSCANA,37.1.3
118,2023-07-31,38,ABRUZZO,37.2.1
143,2023-07-31,65,CALABRIA,37.2.2
153,2023-07-31,80,CALABRIA,37.2.2
223,2023-07-31,55,LIGURIA,37.1.3
225,2023-07-31,34,LIGURIA,37.1.3
229,2023-07-31,40,MARCHE,37.2.1
275,2023-07-31,30,MARCHE,37.2.1
291,2023-07-31,30,MARCHE,37.2.1
12,2023-08-01,40,ABRUZZO,37.2.1
73,2023-08-01,38,ABRUZZO,37.2.1
120,2023-08-01,30,ABRUZZO,37.2.1
133,2023-08-01,40,CALABRIA,37.1.3
142,2023-08-01,62,CALABRIA,37.1.3
144,2023-08-01,65,CALABRIA,37.1.3
151,2023-08-01,55,CALABRIA,37.1.3
213,2023-08-01,80,LIGURIA,37.1.3
286,2023-08-01,40,MARCHE,37.2.1
348,2023-08-01,40,TOSCANA,37.1.3
3,2023-08-02,35,ABRUZZO,37.2.1
152,2023-08-02,70,CALABRIA,37.1.3
161,2023-08-02,34,CALABRIA,37.1.3
235,2023-08-02,45,MARCHE,37.2.1
351,2023-08-02,70,TOSCANA,37.1.3
109,2023-08-03,45,ABRUZZO,37.2.1
146,2023-08-03,60,CALABRIA,37.1.3
152,2023-08-03,50,CALABRIA,37.1.3
159,2023-08-03,80,CALABRIA,37.1.3
138,2023-08-04,40,CALABRIA,37.1.3
143,2023-08-04,40,CALABRIA,37.1.3
153,2023-08-04,50,CALABRIA,37.1.3
310,2023-08-05,40,PUGLIA,37.2.2
52,2023-08-06,45,ABRUZZO,37.2.1
107,2023-08-06,50,ABRUZZO,37.2.1
264,2023-08-06,35,MARCHE,37.2.1
322,2023-08-07,30,TOSCANA,37.1.3
157,2023-08-08,53,CALABRIA,37.1.3
227,2023-08-08,60,LIGURIA,37.1.3
343,2023-08-08,55,TOSCANA,37.1.3
10,2023-08-09,40,ABRUZZO,37.2.1
25,2023-08-09,30,ABRUZZO,37.2.1
43,2023-08-09,35,ABRUZZO,37.2.1
63,2023-08-09,30,ABRUZZO,37.2.1
67,2023-08-09,30,ABRUZZO,37.2.1
70,2023-08-09,35,ABRUZZO,37.2.1
71,2023-08-09,30,ABRUZZO,37.2.1
117,2023-08-09,40,ABRUZZO,37.2.1
127,2023-08-09,35,ABRUZZO,37.2.1
130,2023-08-09,40,CALABRIA,37.1.3
147,2023-08-09,45,CALABRIA,37.1.3
168,2023-08-09,35,MOLISE,37.2.1
197,2023-08-09,40,FRIULI VENEZIA GIULIA,37.2.1
221,2023-08-09,50,LIGURIA,37.1.3
240,2023-08-09,45,MARCHE,37.2.1
270,2023-08-09,35,MARCHE,37.2.1
293,2023-08-09,50,MARCHE,37.2.1
310,2023-08-09,45,PUGLIA,37.2.2
331,2023-08-09,50,TOSCANA,37.1.3
351,2023-08-09,60,TOSCANA,37.1.3
31,2023-08-10,55,ABRUZZO,37.2.1
54,2023-08-10,40,ABRUZZO,37.2.1
89,2023-08-10,40,ABRUZZO,37.2.1
123,2023-08-10,30,ABRUZZO,37.2.1
142,2023-08-10,86,CALABRIA,37.1.3
151,2023-08-10,48,CALABRIA,37.1.3
153,2023-08-10,40,CALABRIA,37.1.3
158,2023-08-10,70,CALABRIA,37.1.3
277,2023-08-10,35,MARCHE,37.2.1
290,2023-08-10,35,MARCHE,37.2.1
316,2023-08-10,50,SICILIA,37.1.3
337,2023-08-10,30,TOSCANA,37.1.3
340,2023-08-10,30,TOSCANA,37.1.3
353,2023-08-10,35,TOSCANA,37.1.3
151,2023-08-11,60,CALABRIA,37.1.3
189,2023-08-11,80,FRIULI VENEZIA GIULIA,37.2.1
192,2023-08-11,126,FRIULI VENEZIA GIULIA,37.2.1
224,2023-08-11,80,LIGURIA,37.1.3
240,2023-08-11,49,MARCHE,37.2.1
307,2023-08-11,130,MARCHE,37.2.1
320,2023-08-11,50,TOSCANA,37.1.3
342,2023-08-11,35,TOSCANA,37.1.3
351,2023-08-11,70,TOSCANA,37.1.3
94,2023-08-12,35,ABRUZZO,37.2.1
130,2023-08-12,40,CALABRIA,37.1.3
191,2023-08-12,52,FRIULI VENEZIA GIULIA,37.2.1
233,2023-08-12,50,MARCHE,37.2.1
235,2023-08-12,40,MARCHE,37.2.1
253,2023-08-12,30,MARCHE,37.2.1
264,2023-08-12,45,MARCHE,37.2.1
276,2023-08-12,35,MARCHE,37.2.1
14,2023-08-13,32,ABRUZZO,37.2.1
25,2023-08-13,25,ABRUZZO,37.2.1
38,2023-08-13,30,ABRUZZO,37.2.1
39,2023-08-13,35,ABRUZZO,37.2.1
60,2023-08-13,40,ABRUZZO,37.2.1
121,2023-08-13,30,ABRUZZO,37.2.1
125,2023-08-13,35,ABRUZZO,37.2.1
153,2023-08-13,50,CALABRIA,37.1.3
161,2023-08-13,45,CALABRIA,37.1.3
169,2023-08-13,70,MOLISE,37.2.1
173,2023-08-13,50,MOLISE,37.2.1
217,2023-08-13,80,LIGURIA,37.1.3
250,2023-08-13,50,MARCHE,37.2.1
269,2023-08-13,40,MARCHE,37.2.1
351,2023-08-13,60,TOSCANA,37.1.3
353,2023-08-13,35,TOSCANA,37.1.3
9,2023-08-14,40,ABRUZZO,37.2.1
25,2023-08-14,50,ABRUZZO,37.2.1
39,2023-08-14,35,ABRUZZO,37.2.1
46,2023-08-14,35,ABRUZZO,37.2.1
120,2023-08-14,30,ABRUZZO,37.2.1
162,2023-08-14,30,CAMPANIA,37.1.3
176,2023-08-14,60,EMILIA ROMAGNA,37.2.1
184,2023-08-14,60,EMILIA ROMAGNA,37.2.1
196,2023-08-14,50,FRIULI VENEZIA GIULIA,37.2.1
236,2023-08-14,45,MARCHE,37.2.1
239,2023-08-14,50,MARCHE,37.2.1
243,2023-08-14,40,MARCHE,37.2.1
259,2023-08-14,30,MARCHE,37.2.1
260,2023-08-14,45,MARCHE,37.2.1
262,2023-08-14,40,MARCHE,37.2.1
263,2023-08-14,40,MARCHE,37.2.1
285,2023-08-14,41,MARCHE,37.2.1
287,2023-08-14,40,MARCHE,37.2.1
317,2023-08-14,45,TOSCANA,37.1.3
339,2023-08-14,35,TOSCANA,37.1.3
345,2023-08-14,35,TOSCANA,37.1.3
349,2023-08-14,52,TOSCANA,37.1.3
