identificativo_natante,data_cattura,peso_kg,regione,zona_FAO
325,2024-07-06,48.00,FRIULI VENEZIA GIULIA,37.2.1
347,2024-07-06,53.78,VENETO,37.2.1
382,2024-07-06,80.00,CALABRIA,37.1.3
386,2024-07-06,40.00,FRIULI VENEZIA GIULIA,37.2.1
68,2024-07-07,30.00,MARCHE,37.2.1
195,2024-07-07,45.00,MARCHE,37.2.1
206,2024-07-07,30.00,MARCHE,37.2.1
246,2024-07-07,50.00,ABRUZZO,37.2.1
279,2024-07-07,40.00,CALABRIA,37.1.3
282,2024-07-07,40.00,MARCHE,37.2.1
284,2024-07-07,65.00,VENETO,37.2.1
293,2024-07-07,40.00,MARCHE,37.2.1
355,2024-07-07,30.00,MARCHE,37.2.1
399,2024-07-07,40.00,FRIULI VENEZIA GIULIA,37.2.1
69,2024-07-08,45.00,TOSCANA,37.1.3
193,2024-07-08,70.00,CAMPANIA,37.1.3
216,2024-07-08,31.00,CALABRIA,37.1.3
254,2024-07-08,40.00,CALABRIA,37.1.3
361,2024-07-08,60.00,MARCHE,37.2.1
23,2024-07-09,40.00,FRIULI VENEZIA GIULIA,37.2.1
54,2024-07-09,50.00,TOSCANA,37.1.3
64,2024-07-09,30.00,EMILIA ROMAGNA,37.2.1
84,2024-07-09,40.00,FRIULI VENEZIA GIULIA,37.2.1
202,2024-07-09,60.00,LIGURIA,37.1.3
248,2024-07-09,40.00,TOSCANA,37.1.3
318,2024-07-09,50.00,FRIULI VENEZIA GIULIA,37.2.1
33,2024-07-10,70.00,TOSCANA,37.1.3
64,2024-07-10,35.00,EMILIA ROMAGNA,37.2.1
247,2024-07-10,35.00,CALABRIA,37.1.3
271,2024-07-10,43.00,TOSCANA,37.1.3
282,2024-07-10,50.00,MARCHE,37.2.1
328,2024-07-10,81.00,CALABRIA,37.1.3
336,2024-07-10,50.00,EMILIA ROMAGNA,37.2.1
389,2024-07-10,45.00,TOSCANA,37.1.3
1,2024-07-11,45.00,CAMPANIA,37.1.3
10,2024-07-11,31.00,BASILICATA,37.2.1
16,2024-07-11,100.00,LIGURIA,37.1.3
69,2024-07-11,40.00,TOSCANA,37.1.3
193,2024-07-11,45.00,CAMPANIA,37.1.3
203,2024-07-11,45.00,FRIULI VENEZIA GIULIA,37.2.1
206,2024-07-11,30.00,MARCHE,37.2.1
213,2024-07-11,45.00,MARCHE,37.2.1
225,2024-07-11,59.00,SARDEGNA,37.1.3
226,2024-07-11,45.00,MARCHE,37.2.1
227,2024-07-11,35.00,ABRUZZO,37.2.1
262,2024-07-11,35.00,EMILIA ROMAGNA,37.2.1
269,2024-07-11,30.00,MARCHE,37.2.1
279,2024-07-11,35.00,CALABRIA,37.1.3
297,2024-07-11,45.00,VENETO,37.2.1
300,2024-07-11,40.00,FRIULI VENEZIA GIULIA,37.2.1
331,2024-07-11,42.00,TOSCANA,37.1.3
339,2024-07-11,20.00,MARCHE,37.2.1
346,2024-07-11,40.00,EMILIA ROMAGNA,37.2.1
361,2024-07-11,40.00,MARCHE,37.2.1
8,2024-07-12,35.00,TOSCANA,37.1.3
23,2024-07-12,40.00,FRIULI VENEZIA GIULIA,37.2.1
39,2024-07-12,55.00,TOSCANA,37.1.3
47,2024-07-12,45.00,TOSCANA,37.1.3
48,2024-07-12,60.00,TOSCANA,37.1.3
49,2024-07-12,45.00,TOSCANA,37.1.3
63,2024-07-12,35.00,ABRUZZO,37.2.1
74,2024-07-12,30.00,MARCHE,37.2.1
81,2024-07-12,50.00,MARCHE,37.2.1
83,2024-07-12,55.00,EMILIA ROMAGNA,37.2.1
89,2024-07-12,45.00,MARCHE,37.2.1
97,2024-07-12,40.00,ABRUZZO,37.2.1
181,2024-07-12,46.00,SARDEGNA,37.1.3
184,2024-07-12,60.00,ABRUZZO,37.2.1
187,2024-07-12,35.00,ABRUZZO,37.2.1
191,2024-07-12,40.00,ABRUZZO,37.2.1
206,2024-07-12,30.00,MARCHE,37.2.1
316,2024-07-12,40.00,TOSCANA,37.1.3
319,2024-07-12,40.00,MARCHE,37.2.1
330,2024-07-12,35.00,MARCHE,37.2.1
331,2024-07-12,42.00,TOSCANA,37.1.3
356,2024-07-12,45.00,LIGURIA,37.1.3
359,2024-07-12,60.00,TOSCANA,37.1.3
397,2024-07-12,45.00,VENETO,37.2.1
18,2024-07-13,70.00,LIGURIA,37.1.3
27,2024-07-13,37.00,TOSCANA,37.1.3
30,2024-07-13,30.00,MARCHE,37.2.1
36,2024-07-13,40.00,EMILIA ROMAGNA,37.2.1
53,2024-07-13,44.00,VENETO,37.2.1
76,2024-07-13,35.00,ABRUZZO,37.2.1
90,2024-07-13,40.00,ABRUZZO,37.2.1
92,2024-07-13,30.00,MARCHE,37.2.1
177,2024-07-13,35.00,ABRUZZO,37.2.1
185,2024-07-13,60.00,ABRUZZO,37.2.1
186,2024-07-13,35.00,ABRUZZO,37.2.1
190,2024-07-13,35.00,BASILICATA,37.2.1
198,2024-07-13,40.00,PUGLIA,37.2.2
207,2024-07-13,40.00,TOSCANA,37.1.3
238,2024-07-13,35.00,ABRUZZO,37.2.1
255,2024-07-13,97.20,FRIULI VENEZIA GIULIA,37.2.1
259,2024-07-13,70.00,EMILIA ROMAGNA,37.2.1
260,2024-07-13,45.00,VENETO,37.2.1
266,2024-07-13,35.00,ABRUZZO,37.2.1
295,2024-07-13,40.00,TOSCANA,37.1.3
307,2024-07-13,40.00,MARCHE,37.2.1
310,2024-07-13,50.00,TOSCANA,37.1.3
314,2024-07-13,34.30,LIGURIA,37.1.3
320,2024-07-13,50.00,FRIULI VENEZIA GIULIA,37.2.1
323,2024-07-13,35.00,ABRUZZO,37.2.1
331,2024-07-13,38.00,TOSCANA,37.1.3
334,2024-07-13,32.00,ABRUZZO,37.2.1
336,2024-07-13,40.00,EMILIA ROMAGNA,37.2.1
351,2024-07-13,90.00,TOSCANA,37.1.3
378,2024-07-13,41.00,TOSCANA,37.1.3
381,2024-07-13,42.00,TOSCANA,37.1.3
390,2024-07-13,40.00,EMILIA ROMAGNA,37.2.1
7,2024-07-14,38.00,FRIULI VENEZIA GIULIA,37.2.1
35,2024-07-14,60.00,FRIULI VENEZIA GIULIA,37.2.1
51,2024-07-14,35.00,MARCHE,37.2.1
182,2024-07-14,30.00,TOSCANA,37.1.3
200,2024-07-14,35.00,ABRUZZO,37.2.1
203,2024-07-14,50.00,FRIULI VENEZIA GIULIA,37.2.1
218,2024-07-14,50.00,EMILIA ROMAGNA,37.2.1
220,2024-07-14,33.00,TOSCANA,37.1.3
224,2024-07-14,50.00,CALABRIA,37.1.3
239,2024-07-14,115.00,TOSCANA,37.1.3
241,2024-07-14,30.00,ABRUZZO,37.2.1
242,2024-07-14,60.00,TOSCANA,37.1.3
285,2024-07-14,35.00,ABRUZZO,37.2.1
291,2024-07-14,60.00,EMILIA ROMAGNA,37.2.1
300,2024-07-14,35.00,FRIULI VENEZIA GIULIA,37.2.1
320,2024-07-14,40.00,FRIULI VENEZIA GIULIA,37.2.1
15,2024-07-15,70.00,LIGURIA,37.1.3
31,2024-07-15,55.00,EMILIA ROMAGNA,37.2.1
46,2024-07-15,40.00,ABRUZZO,37.2.1
79,2024-07-15,40.00,TOSCANA,37.1.3
88,2024-07-15,40.00,MARCHE,37.2.1
90,2024-07-15,35.00,ABRUZZO,37.2.1
175,2024-07-15,62.00,CALABRIA,37.1.3
189,2024-07-15,40.00,ABRUZZO,37.2.1
194,2024-07-15,45.00,MARCHE,37.2.1
222,2024-07-15,50.00,EMILIA ROMAGNA,37.2.1
264,2024-07-15,95.00,VENETO,37.2.1
269,2024-07-15,31.00,MARCHE,37.2.1
279,2024-07-15,95.00,CALABRIA,37.1.3
298,2024-07-15,35.00,PUGLIA,37.2.2
336,2024-07-15,70.00,EMILIA ROMAGNA,37.2.1
349,2024-07-15,35.00,TOSCANA,37.1.3
364,2024-07-15,47.00,PUGLIA,37.2.2
369,2024-07-15,50.00,FRIULI VENEZIA GIULIA,37.2.1
387,2024-07-15,40.00,MARCHE,37.2.1
397,2024-07-15,100.00,FRIULI VENEZIA GIULIA,37.2.1
10,2024-07-16,30.00,BASILICATA,37.2.1
47,2024-07-16,50.00,TOSCANA,37.1.3
69,2024-07-16,40.00,TOSCANA,37.1.3
73,2024-07-16,70.00,CALABRIA,37.1.3
199,2024-07-16,35.00,ABRUZZO,37.2.1
210,2024-07-16,50.00,LIGURIA,37.1.3
215,2024-07-16,57.00,LIGURIA,37.1.3
227,2024-07-16,30.00,ABRUZZO,37.2.1
230,2024-07-16,30.00,VENETO,37.2.1
243,2024-07-16,50.00,TOSCANA,37.1.3
247,2024-07-16,70.00,CALABRIA,37.1.3
252,2024-07-16,25.00,MARCHE,37.2.1
274,2024-07-16,40.00,EMILIA ROMAGNA,37.2.1
299,2024-07-16,40.00,MARCHE,37.2.1
303,2024-07-16,38.00,FRIULI VENEZIA GIULIA,37.2.1
304,2024-07-16,40.00,MARCHE,37.2.1
308,2024-07-16,75.00,CALABRIA,37.1.3
314,2024-07-16,44.00,EMILIA ROMAGNA,37.2.1
321,2024-07-16,60.00,CALABRIA,37.1.3
373,2024-07-16,35.00,ABRUZZO,37.2.1
11,2024-07-17,60.00,LIGURIA,37.1.3
43,2024-07-17,45.00,TOSCANA,37.1.3
205,2024-07-17,60.00,SARDEGNA,37.1.3
258,2024-07-17,80.00,FRIULI VENEZIA GIULIA,37.2.1
270,2024-07-17,30.00,TOSCANA,37.1.3
276,2024-07-17,60.00,LIGURIA,37.1.3
294,2024-07-17,90.00,VENETO,37.2.1
296,2024-07-17,50.00,TOSCANA,37.1.3
300,2024-07-17,35.00,FRIULI VENEZIA GIULIA,37.2.1
314,2024-07-17,39.90,LIGURIA,37.1.3
320,2024-07-17,40.00,FRIULI VENEZIA GIULIA,37.2.1
333,2024-07-17,60.00,MARCHE,37.2.1
341,2024-07-17,55.00,EMILIA ROMAGNA,37.2.1
352,2024-07-17,50.00,VENETO,37.2.1
361,2024-07-17,35.00,MARCHE,37.2.1
375,2024-07-17,36.00,ABRUZZO,37.2.1
393,2024-07-17,40.00,LIGURIA,37.1.3
10,2024-07-18,30.00,BASILICATA,37.2.1
72,2024-07-18,40.00,TOSCANA,37.1.3
73,2024-07-18,72.00,CALABRIA,37.1.3
82,2024-07-18,35.00,EMILIA ROMAGNA,37.2.1
84,2024-07-18,35.00,FRIULI VENEZIA GIULIA,37.2.1
94,2024-07-18,47.00,LIGURIA,37.1.3
244,2024-07-18,60.00,BASILICATA,37.2.1
314,2024-07-18,42.00,LIGURIA,37.1.3
343,2024-07-18,60.00,CAMPANIA,37.1.3
344,2024-07-18,38.00,TOSCANA,37.1.3
362,2024-07-18,80.00,LIGURIA,37.1.3
379,2024-07-18,30.00,FRIULI VENEZIA GIULIA,37.2.1
388,2024-07-18,45.00,TOSCANA,37.1.3
397,2024-07-18,42.00,LIGURIA,37.1.3
19,2024-07-19,32.00,TOSCANA,37.1.3
87,2024-07-19,70.00,MARCHE,37.2.1
254,2024-07-19,48.00,CALABRIA,37.1.3
276,2024-07-19,40.00,LIGURIA,37.1.3
314,2024-07-19,39.10,LIGURIA,37.1.3
335,2024-07-19,38.00,EMILIA ROMAGNA,37.2.1
356,2024-07-19,50.00,LIGURIA,37.1.3
397,2024-07-19,35.00,LIGURIA,37.1.3
5,2024-07-20,40.00,ABRUZZO,37.2.1
38,2024-07-20,40.00,EMILIA ROMAGNA,37.2.1
40,2024-07-20,55.00,EMILIA ROMAGNA,37.2.1
52,2024-07-20,40.00,TOSCANA,37.1.3
70,2024-07-20,45.00,TOSCANA,37.1.3
71,2024-07-20,35.00,LIGURIA,37.1.3
182,2024-07-20,30.00,TOSCANA,37.1.3
223,2024-07-20,33.00,CALABRIA,37.1.3
278,2024-07-20,70.00,CALABRIA,37.1.3
306,2024-07-20,40.00,LIGURIA,37.1.3
360,2024-07-20,70.00,TOSCANA,37.1.3
385,2024-07-20,30.00,TOSCANA,37.1.3
7,2024-07-21,40.00,FRIULI VENEZIA GIULIA,37.2.1
9,2024-07-21,40.00,EMILIA ROMAGNA,37.2.1
15,2024-07-21,55.00,LIGURIA,37.1.3
28,2024-07-21,45.00,MARCHE,37.2.1
29,2024-07-21,52.00,TOSCANA,37.1.3
33,2024-07-21,35.00,TOSCANA,37.1.3
39,2024-07-21,35.00,TOSCANA,37.1.3
42,2024-07-21,45.00,TOSCANA,37.1.3
56,2024-07-21,45.00,TOSCANA,37.1.3
57,2024-07-21,35.00,TOSCANA,37.1.3
65,2024-07-21,35.00,CALABRIA,37.1.3
68,2024-07-21,30.00,MARCHE,37.2.1
71,2024-07-21,43.00,LIGURIA,37.1.3
77,2024-07-21,40.00,FRIULI VENEZIA GIULIA,37.2.1
86,2024-07-21,40.00,BASILICATA,37.2.1
100,2024-07-21,75.00,CALABRIA,37.1.3
177,2024-07-21,35.00,ABRUZZO,37.2.1
188,2024-07-21,40.00,TOSCANA,37.1.3
204,2024-07-21,41.00,ABRUZZO,37.2.1
229,2024-07-21,35.00,MARCHE,37.2.1
236,2024-07-21,70.00,MARCHE,37.2.1
240,2024-07-21,33.00,TOSCANA,37.1.3
250,2024-07-21,38.00,TOSCANA,37.1.3
263,2024-07-21,35.00,TOSCANA,37.1.3
265,2024-07-21,30.00,ABRUZZO,37.2.1
268,2024-07-21,40.00,VENETO,37.2.1
270,2024-07-21,35.00,TOSCANA,37.1.3
273,2024-07-21,45.00,TOSCANA,37.1.3
280,2024-07-21,38.00,TOSCANA,37.1.3
281,2024-07-21,52.00,TOSCANA,37.1.3
289,2024-07-21,30.00,MARCHE,37.2.1
293,2024-07-21,45.00,MARCHE,37.2.1
301,2024-07-21,40.00,FRIULI VENEZIA GIULIA,37.2.1
309,2024-07-21,45.00,TOSCANA,37.1.3
324,2024-07-21,32.00,FRIULI VENEZIA GIULIA,37.2.1
327,2024-07-21,40.00,ABRUZZO,37.2.1
335,2024-07-21,100.00,EMILIA ROMAGNA,37.2.1
342,2024-07-21,25.00,ABRUZZO,37.2.1
368,2024-07-21,35.00,MARCHE,37.2.1
370,2024-07-21,45.00,EMILIA ROMAGNA,37.2.1
375,2024-07-21,45.00,ABRUZZO,37.2.1
377,2024-07-21,33.00,TOSCANA,37.1.3
379,2024-07-21,35.00,FRIULI VENEZIA GIULIA,37.2.1
383,2024-07-21,40.00,EMILIA ROMAGNA,37.2.1
391,2024-07-21,200.00,MARCHE,37.2.1
396,2024-07-21,30.00,MARCHE,37.2.1
24,2024-07-22,45.00,FRIULI VENEZIA GIULIA,37.2.1
62,2024-07-22,40.00,VENETO,37.2.1
219,2024-07-22,43.00,LIGURIA,37.1.3
279,2024-07-22,80.00,CALABRIA,37.1.3
311,2024-07-22,45.00,PUGLIA,37.2.2
314,2024-07-22,38.70,LIGURIA,37.1.3
12,2024-07-23,113.00,LIGURIA,37.1.3
17,2024-07-23,60.00,LIGURIA,37.1.3
17,2024-07-23,30.00,LIGURIA,37.1.3
20,2024-07-23,50.00,EMILIA ROMAGNA,37.2.1
196,2024-07-23,40.00,EMILIA ROMAGNA,37.2.1
212,2024-07-23,40.00,FRIULI VENEZIA GIULIA,37.2.1
245,2024-07-23,40.00,EMILIA ROMAGNA,37.2.1
286,2024-07-23,39.50,LIGURIA,37.1.3
357,2024-07-23,45.00,FRIULI VENEZIA GIULIA,37.2.1
358,2024-07-23,32.00,EMILIA ROMAGNA,37.2.1
20,2024-07-24,50.00,EMILIA ROMAGNA,37.2.1
75,2024-07-24,45.00,LIGURIA,37.1.3
178,2024-07-24,70.00,LIGURIA,37.1.3
275,2024-07-24,45.00,EMILIA ROMAGNA,37.2.1
337,2024-07-24,40.00,EMILIA ROMAGNA,37.2.1
392,2024-07-24,39.00,LIGURIA,37.1.3
52,2024-07-25,45.00,TOSCANA,37.1.3
67,2024-07-25,40.00,TOSCANA,37.1.3
102,2024-07-25,40.00,TOSCANA,37.1.3
210,2024-07-25,59.90,LIGURIA,37.1.3
216,2024-07-25,88.00,CALABRIA,37.1.3
250,2024-07-25,35.00,TOSCANA,37.1.3
320,2024-07-25,70.00,FRIULI VENEZIA GIULIA,37.2.1
331,2024-07-25,60.00,TOSCANA,37.1.3
340,2024-07-25,37.00,FRIULI VENEZIA GIULIA,37.2.1
371,2024-07-25,43.00,TOSCANA,37.1.3
2,2024-07-26,48.00,TOSCANA,37.1.3
3,2024-07-26,36.00,MARCHE,37.2.1
10,2024-07-26,30.00,BASILICATA,37.2.1
13,2024-07-26,48.00,LIGURIA,37.1.3
18,2024-07-26,45.00,LIGURIA,37.1.3
34,2024-07-26,55.00,TOSCANA,37.1.3
44,2024-07-26,50.00,FRIULI VENEZIA GIULIA,37.2.1
78,2024-07-26,40.00,CAMPANIA,37.1.3
99,2024-07-26,40.00,FRIULI VENEZIA GIULIA,37.2.1
179,2024-07-26,35.00,TOSCANA,37.1.3
231,2024-07-26,55.00,LIGURIA,37.1.3
235,2024-07-26,80.00,TOSCANA,37.1.3
270,2024-07-26,35.00,TOSCANA,37.1.3
316,2024-07-26,48.00,TOSCANA,37.1.3
365,2024-07-26,85.00,CALABRIA,37.1.3
366,2024-07-26,35.00,FRIULI VENEZIA GIULIA,37.2.1
379,2024-07-26,40.00,FRIULI VENEZIA GIULIA,37.2.1
14,2024-07-27,135.00,LIGURIA,37.1.3
22,2024-07-27,60.00,TOSCANA,37.1.3
26,2024-07-27,50.00,TOSCANA,37.1.3
41,2024-07-27,62.00,SARDEGNA,37.1.3
42,2024-07-27,40.00,TOSCANA,37.1.3
59,2024-07-27,40.00,EMILIA ROMAGNA,37.2.1
75,2024-07-27,50.00,LIGURIA,37.1.3
76,2024-07-27,35.00,ABRUZZO,37.2.1
80,2024-07-27,60.00,EMILIA ROMAGNA,37.2.1
91,2024-07-27,40.00,TOSCANA,37.1.3
95,2024-07-27,30.00,ABRUZZO,37.2.1
182,2024-07-27,30.00,TOSCANA,37.1.3
184,2024-07-27,30.00,ABRUZZO,37.2.1
191,2024-07-27,35.00,ABRUZZO,37.2.1
197,2024-07-27,40.00,MARCHE,37.2.1
205,2024-07-27,64.00,SARDEGNA,37.1.3
208,2024-07-27,50.00,TOSCANA,37.1.3
209,2024-07-27,43.00,TOSCANA,37.1.3
221,2024-07-27,50.00,TOSCANA,37.1.3
237,2024-07-27,38.00,TOSCANA,37.1.3
249,2024-07-27,30.00,ABRUZZO,37.2.1
251,2024-07-27,25.00,MARCHE,37.2.1
253,2024-07-27,125.00,TOSCANA,37.1.3
256,2024-07-27,45.00,EMILIA ROMAGNA,37.2.1
277,2024-07-27,38.00,EMILIA ROMAGNA,37.2.1
287,2024-07-27,58.00,TOSCANA,37.1.3
292,2024-07-27,45.00,MARCHE,37.2.1
302,2024-07-27,45.00,EMILIA ROMAGNA,37.2.1
320,2024-07-27,45.00,FRIULI VENEZIA GIULIA,37.2.1
348,2024-07-27,35.00,ABRUZZO,37.2.1
383,2024-07-27,40.00,EMILIA ROMAGNA,37.2.1
16,2024-07-28,60.00,LIGURIA,37.1.3
20,2024-07-28,50.00,EMILIA ROMAGNA,37.2.1
25,2024-07-28,75.00,CALABRIA,37.1.3
32,2024-07-28,40.00,TOSCANA,37.1.3
37,2024-07-28,100.00,VENETO,37.2.1
55,2024-07-28,62.00,VENETO,37.2.1
69,2024-07-28,30.00,TOSCANA,37.1.3
85,2024-07-28,33.90,EMILIA ROMAGNA,37.2.1
176,2024-07-28,40.00,ABRUZZO,37.2.1
196,2024-07-28,37.00,EMILIA ROMAGNA,37.2.1
201,2024-07-28,85.00,CALABRIA,37.1.3
214,2024-07-28,45.00,EMILIA ROMAGNA,37.2.1
218,2024-07-28,40.00,EMILIA ROMAGNA,37.2.1
221,2024-07-28,50.00,TOSCANA,37.1.3
235,2024-07-28,40.00,TOSCANA,37.1.3
245,2024-07-28,50.00,CALABRIA,37.1.3
279,2024-07-28,65.00,CALABRIA,37.1.3
283,2024-07-28,25.00,MARCHE,37.2.1
293,2024-07-28,45.00,MARCHE,37.2.1
304,2024-07-28,50.00,MARCHE,37.2.1
317,2024-07-28,35.00,MARCHE,37.2.1
320,2024-07-28,45.00,FRIULI VENEZIA GIULIA,37.2.1
328,2024-07-28,80.00,CALABRIA,37.1.3
338,2024-07-28,80.00,TOSCANA,37.1.3
354,2024-07-28,30.00,LIGURIA,37.1.3
367,2024-07-28,36.00,MARCHE,37.2.1
372,2024-07-28,35.00,TOSCANA,37.1.3
373,2024-07-28,60.00,ABRUZZO,37.2.1
375,2024-07-28,35.00,ABRUZZO,37.2.1
379,2024-07-28,30.00,FRIULI VENEZIA GIULIA,37.2.1
380,2024-07-28,45.00,LIGURIA,37.1.3
383,2024-07-28,40.00,EMILIA ROMAGNA,37.2.1
4,2024-07-29,75.00,CALABRIA,37.1.3
245,2024-07-29,50.00,CALABRIA,37.1.3
313,2024-07-29,50.00,CALABRIA,37.1.3
394,2024-07-29,45.00,VENETO,37.2.1
399,2024-07-29,41.00,FRIULI VENEZIA GIULIA,37.2.1
232,2024-07-30,35.00,TOSCANA,37.1.3
381,2024-07-30,39.00,TOSCANA,37.1.3
395,2024-07-30,40.00,FRIULI VENEZIA GIULIA,37.2.1
13,2024-07-31,65.00,LIGURIA,37.1.3
60,2024-07-31,35.00,TOSCANA,37.1.3
226,2024-07-31,50.00,MARCHE,37.2.1
283,2024-07-31,40.00,MARCHE,37.2.1
288,2024-07-31,35.00,VENETO,37.2.1
304,2024-08-01,30.00,MARCHE,37.2.1
106,2024-07-10,80.00,LAZIO,37.1.3
123,2024-07-10,80.00,LAZIO,37.1.3
107,2024-07-12,40.00,LAZIO,37.1.3
124,2024-07-12,40.00,LAZIO,37.1.3
108,2024-07-13,55.00,LAZIO,37.1.3
109,2024-07-13,40.00,LAZIO,37.1.3
125,2024-07-13,55.00,LAZIO,37.1.3
126,2024-07-13,40.00,LAZIO,37.1.3
110,2024-07-14,57.00,LAZIO,37.1.3
111,2024-07-14,40.00,LAZIO,37.1.3
112,2024-07-14,50.00,LAZIO,37.1.3
127,2024-07-14,57.00,LAZIO,37.1.3
113,2024-07-15,50.00,LAZIO,37.1.3
114,2024-07-15,55.00,LAZIO,37.1.3
115,2024-07-15,50.00,LAZIO,37.1.3
116,2024-07-15,40.00,LAZIO,37.1.3
117,2024-07-15,60.00,LAZIO,37.1.3
118,2024-07-16,35.00,LAZIO,37.1.3
119,2024-07-16,40.00,LAZIO,37.1.3
120,2024-07-17,65.00,LAZIO,37.1.3
121,2024-07-17,60.00,LAZIO,37.1.3
122,2024-07-18,40.00,LAZIO,37.1.3
128,2024-07-18,65.00,LAZIO,37.1.3
129,2024-07-18,50.00,LAZIO,37.1.3
130,2024-07-19,40.00,LAZIO,37.1.3
131,2024-07-19,65.00,LAZIO,37.1.3
132,2024-07-20,45.00,LAZIO,37.1.3
133,2024-07-20,70.00,LAZIO,37.1.3
134,2024-07-20,50.00,LAZIO,37.1.3
135,2024-07-20,50.00,LAZIO,37.1.3
136,2024-07-20,70.00,LAZIO,37.1.3
137,2024-07-21,40.00,LAZIO,37.1.3
138,2024-07-21,50.00,LAZIO,37.1.3
140,2024-07-21,40.00,LAZIO,37.1.3
141,2024-07-21,40.00,LAZIO,37.1.3
142,2024-07-21,60.00,LAZIO,37.1.3
143,2024-07-21,40.00,LAZIO,37.1.3
144,2024-07-21,50.00,LAZIO,37.1.3
145,2024-07-21,40.00,LAZIO,37.1.3
146,2024-07-21,80.00,LAZIO,37.1.3
