identificativo_natante,data_cattura,peso_kg,regione,zona_FAO
263,2021-07-12,50,MARCHE,37.2.1
264,2021-07-12,70,MARCHE,37.2.1
101,2021-07-13,56,CALABRIA,37.2.2
134,2021-07-13,65,CAMPANIA,37.1.3
343,2021-07-13,40,TOSCANA,37.1.3
102,2021-07-14,60,CALABRIA,37.2.2
8,2021-07-15,50,ABRUZZO,37.2.1
9,2021-07-15,35,ABRUZZO,37.2.1
10,2021-07-15,40,ABRUZZO,37.2.1
140,2021-07-15,35,EMILIA ROMAGNA,37.2.1
265,2021-07-15,45,MARCHE,37.2.1
344,2021-07-15,70,TOSCANA,37.1.3
366,2021-07-15,81,VENETO,37.2.1
154,2021-07-16,70,FRIULI VENEZIA GIULIA,37.2.1
197,2021-07-16,40,LIGURIA,37.1.3
198,2021-07-16,35,LIGURIA,37.1.3
199,2021-07-17,35,LIGURIA,37.1.3
200,2021-07-17,70,LIGURIA,37.1.3
201,2021-07-17,45,LIGURIA,37.1.3
202,2021-07-17,35,LIGURIA,37.1.3
155,2021-07-18,40,FRIULI VENEZIA GIULIA,37.2.1
156,2021-07-18,60,FRIULI VENEZIA GIULIA,37.2.1
203,2021-07-18,65,LIGURIA,37.1.3
204,2021-07-18,40,LIGURIA,37.1.3
205,2021-07-18,60,LIGURIA,37.1.3
330,2021-07-18,45,PUGLIA,37.2.2
345,2021-07-18,40,TOSCANA,37.1.3
367,2021-07-18,45,VENETO,37.2.1
206,2021-07-19,40,LIGURIA,37.1.3
103,2021-07-20,35,CALABRIA,37.2.2
87,2021-07-20,70,CALABRIA,37.2.2
157,2021-07-20,60,FRIULI VENEZIA GIULIA,37.2.1
175,2021-07-20,40,LAZIO,37.1.3
176,2021-07-20,50,LAZIO,37.1.3
207,2021-07-20,45,LIGURIA,37.1.3
208,2021-07-20,46,LIGURIA,37.1.3
209,2021-07-20,88,LIGURIA,37.1.3
210,2021-07-20,40,LIGURIA,37.1.3
266,2021-07-20,30,MARCHE,37.2.1
346,2021-07-20,50,TOSCANA,37.1.3
347,2021-07-20,40,TOSCANA,37.1.3
348,2021-07-20,40,TOSCANA,37.1.3
349,2021-07-20,80,TOSCANA,37.1.3
11,2021-07-21,35,ABRUZZO,37.2.1
12,2021-07-21,45,ABRUZZO,37.2.1
13,2021-07-21,40,ABRUZZO,37.2.1
104,2021-07-21,30,CALABRIA,37.2.2
87,2021-07-21,45,CALABRIA,37.2.2
105,2021-07-21,45,CALABRIA,37.2.2
135,2021-07-21,37.2,CAMPANIA,37.1.3
177,2021-07-21,30,LAZIO,37.1.3
172,2021-07-21,30,LAZIO,37.1.3
178,2021-07-21,50,LAZIO,37.1.3
211,2021-07-21,70,LIGURIA,37.1.3
212,2021-07-21,55,LIGURIA,37.1.3
213,2021-07-21,60,LIGURIA,37.1.3
214,2021-07-21,55,LIGURIA,37.1.3
267,2021-07-21,30,MARCHE,37.2.1
268,2021-07-21,35,MARCHE,37.2.1
269,2021-07-21,40,MARCHE,37.2.1
270,2021-07-21,35,MARCHE,37.2.1
271,2021-07-21,40,MARCHE,37.2.1
272,2021-07-21,40,MARCHE,37.2.1
333,2021-07-21,65,SARDEGNA,37.1.3
334,2021-07-21,35,SARDEGNA,37.1.3
350,2021-07-21,35,TOSCANA,37.1.3
351,2021-07-21,30,TOSCANA,37.1.3
352,2021-07-21,45,TOSCANA,37.1.3
353,2021-07-21,45,TOSCANA,37.1.3
354,2021-07-21,40,TOSCANA,37.1.3
355,2021-07-21,65,TOSCANA,37.1.3
356,2021-07-21,55,TOSCANA,37.1.3
368,2021-07-21,50,VENETO,37.2.1
14,2021-07-22,50,ABRUZZO,37.2.1
15,2021-07-22,70,ABRUZZO,37.2.1
16,2021-07-22,40,ABRUZZO,37.2.1
17,2021-07-22,35,ABRUZZO,37.2.1
106,2021-07-22,45,CALABRIA,37.2.2
134,2021-07-22,50,CAMPANIA,37.1.3
141,2021-07-22,79,EMILIA ROMAGNA,37.2.1
158,2021-07-22,60,FRIULI VENEZIA GIULIA,37.2.1
215,2021-07-22,30,LIGURIA,37.1.3
216,2021-07-22,45,LIGURIA,37.1.3
217,2021-07-22,100,LIGURIA,37.1.3
218,2021-07-22,30,LIGURIA,37.1.3
219,2021-07-22,42,LIGURIA,37.1.3
273,2021-07-22,54,MARCHE,37.2.1
266,2021-07-22,40,MARCHE,37.2.1
274,2021-07-22,33,MARCHE,37.2.1
275,2021-07-22,35,MARCHE,37.2.1
18,2021-07-23,45,ABRUZZO,37.2.1
19,2021-07-23,30,ABRUZZO,37.2.1
20,2021-07-23,35,ABRUZZO,37.2.1
21,2021-07-23,60,ABRUZZO,37.2.1
22,2021-07-23,35,ABRUZZO,37.2.1
23,2021-07-23,35,ABRUZZO,37.2.1
24,2021-07-23,35,ABRUZZO,37.2.1
25,2021-07-23,70,ABRUZZO,37.2.1
26,2021-07-23,35,ABRUZZO,37.2.1
27,2021-07-23,30,ABRUZZO,37.2.1
28,2021-07-23,35,ABRUZZO,37.2.1
29,2021-07-23,40,ABRUZZO,37.2.1
30,2021-07-23,37,ABRUZZO,37.2.1
31,2021-07-23,50,ABRUZZO,37.2.1
32,2021-07-23,50,ABRUZZO,37.2.1
33,2021-07-23,35,ABRUZZO,37.2.1
95,2021-07-23,50,CALABRIA,37.2.2
107,2021-07-23,37,CALABRIA,37.2.2
142,2021-07-23,58,EMILIA ROMAGNA,37.2.1
159,2021-07-23,60,FRIULI VENEZIA GIULIA,37.2.1
160,2021-07-23,40,FRIULI VENEZIA GIULIA,37.2.1
220,2021-07-23,30,LIGURIA,37.1.3
221,2021-07-23,109,LIGURIA,37.1.3
222,2021-07-23,45,LIGURIA,37.1.3
276,2021-07-23,40,MARCHE,37.2.1
277,2021-07-23,40,MARCHE,37.2.1
278,2021-07-23,40,MARCHE,37.2.1
279,2021-07-23,40,MARCHE,37.2.1
280,2021-07-23,55,MARCHE,37.2.1
281,2021-07-23,37,MARCHE,37.2.1
282,2021-07-23,35,MARCHE,37.2.1
357,2021-07-23,50,TOSCANA,37.1.3
354,2021-07-23,30,TOSCANA,37.1.3
34,2021-07-24,55,ABRUZZO,37.2.1
35,2021-07-24,35,ABRUZZO,37.2.1
36,2021-07-24,30,ABRUZZO,37.2.1
37,2021-07-24,35,ABRUZZO,37.2.1
38,2021-07-24,40,ABRUZZO,37.2.1
39,2021-07-24,50,ABRUZZO,37.2.1
40,2021-07-24,35,ABRUZZO,37.2.1
41,2021-07-24,60,ABRUZZO,37.2.1
42,2021-07-24,50,ABRUZZO,37.2.1
43,2021-07-24,32,ABRUZZO,37.2.1
44,2021-07-24,50,ABRUZZO,37.2.1
45,2021-07-24,35,ABRUZZO,37.2.1
46,2021-07-24,40,ABRUZZO,37.2.1
47,2021-07-24,35,ABRUZZO,37.2.1
108,2021-07-24,85,CALABRIA,37.2.2
109,2021-07-24,90,CALABRIA,37.2.2
89,2021-07-24,65,CALABRIA,37.2.2
110,2021-07-24,70,CALABRIA,37.2.2
86,2021-07-24,90,CALABRIA,37.2.2
136,2021-07-24,44,CAMPANIA,37.1.3
137,2021-07-24,55,CAMPANIA,37.1.3
143,2021-07-24,50,EMILIA ROMAGNA,37.2.1
144,2021-07-24,47,EMILIA ROMAGNA,37.2.1
179,2021-07-24,60,LAZIO,37.1.3
180,2021-07-24,35,LAZIO,37.1.3
181,2021-07-24,50,LAZIO,37.1.3
182,2021-07-24,35,LAZIO,37.1.3
183,2021-07-24,78,LAZIO,37.1.3
223,2021-07-24,90,LIGURIA,37.1.3
224,2021-07-24,70,LIGURIA,37.1.3
225,2021-07-24,40,LIGURIA,37.1.3
226,2021-07-24,30,LIGURIA,37.1.3
227,2021-07-24,90,LIGURIA,37.1.3
228,2021-07-24,78,LIGURIA,37.1.3
229,2021-07-24,30,LIGURIA,37.1.3
283,2021-07-24,37,MARCHE,37.2.1
284,2021-07-24,50,MARCHE,37.2.1
285,2021-07-24,30,MARCHE,37.2.1
286,2021-07-24,50,MARCHE,37.2.1
287,2021-07-24,50,MARCHE,37.2.1
288,2021-07-24,50,MARCHE,37.2.1
289,2021-07-24,30,MARCHE,37.2.1
290,2021-07-24,50,MARCHE,37.2.1
291,2021-07-24,50,MARCHE,37.2.1
292,2021-07-24,25,MARCHE,37.2.1
293,2021-07-24,45,MARCHE,37.2.1
294,2021-07-24,45,MARCHE,37.2.1
295,2021-07-24,70,MARCHE,37.2.1
325,2021-07-24,55,MOLISE,37.2.1
358,2021-07-24,40,TOSCANA,37.2.2
359,2021-07-24,50,TOSCANA,37.2.2
360,2021-07-24,40,TOSCANA,37.1.3
361,2021-07-24,70,TOSCANA,37.1.3
369,2021-07-24,35,VENETO,37.2.1
370,2021-07-24,66,VENETO,37.2.1
371,2021-07-24,60,VENETO,37.2.1
111,2021-07-25,40,CALABRIA,37.2.2
112,2021-07-25,35,CALABRIA,37.2.2
113,2021-07-25,40,CALABRIA,37.2.2
114,2021-07-25,55,CALABRIA,37.2.2
115,2021-07-25,44,CALABRIA,37.2.2
116,2021-07-25,40,CALABRIA,37.2.2
101,2021-07-25,82,CALABRIA,37.2.2
92,2021-07-25,35,CALABRIA,37.2.2
117,2021-07-25,70,CALABRIA,37.2.2
118,2021-07-25,37,CALABRIA,37.2.2
105,2021-07-25,60,CALABRIA,37.2.2
107,2021-07-25,55,CALABRIA,37.2.2
145,2021-07-25,30,EMILIA ROMAGNA,37.2.1
161,2021-07-25,50,FRIULI VENEZIA GIULIA,37.2.1
296,2021-07-25,45,MARCHE,37.2.1
119,2021-07-26,30,CALABRIA,37.2.2
101,2021-07-26,100,CALABRIA,37.2.2
120,2021-07-26,45,CALABRIA,37.2.2
96,2021-07-26,45,CALABRIA,37.2.2
107,2021-07-26,80,CALABRIA,37.2.2
230,2021-07-26,90,LIGURIA,37.1.3
48,2021-07-27,45,ABRUZZO,37.2.1
49,2021-07-27,50,ABRUZZO,37.2.1
50,2021-07-27,45,ABRUZZO,37.2.1
121,2021-07-27,50,CALABRIA,37.2.2
103,2021-07-27,70,CALABRIA,37.2.2
122,2021-07-27,40,CALABRIA,37.2.2
146,2021-07-27,80,EMILIA ROMAGNA,37.2.1
372,2021-07-27,70,VENETO,37.2.1
51,2021-07-28,40,ABRUZZO,37.2.1
4,2021-07-28,50,ABRUZZO,37.2.1
52,2021-07-28,35,ABRUZZO,37.2.1
53,2021-07-28,35,ABRUZZO,37.2.1
54,2021-07-28,30,ABRUZZO,37.2.1
55,2021-07-28,40,ABRUZZO,37.2.1
56,2021-07-28,60,ABRUZZO,37.2.1
57,2021-07-28,40,ABRUZZO,37.2.1
58,2021-07-28,35,ABRUZZO,37.2.1
59,2021-07-28,30,ABRUZZO,37.2.1
13,2021-07-28,40,ABRUZZO,37.2.1
60,2021-07-28,40,ABRUZZO,37.2.1
61,2021-07-28,40,ABRUZZO,37.2.1
62,2021-07-28,55,ABRUZZO,37.2.1
90,2021-07-28,60,CALABRIA,37.2.2
116,2021-07-28,85,CALABRIA,37.2.2
123,2021-07-28,50,CALABRIA,37.2.2
105,2021-07-28,70,CALABRIA,37.2.2
138,2021-07-28,52,CAMPANIA,37.1.3
231,2021-07-28,100,LIGURIA,37.1.3
232,2021-07-28,70,LIGURIA,37.1.3
297,2021-07-28,50,MARCHE,37.2.1
298,2021-07-28,40,MARCHE,37.2.1
299,2021-07-28,36,MARCHE,37.2.1
326,2021-07-28,40,MOLISE,37.2.1
63,2021-07-29,35,ABRUZZO,37.2.1
64,2021-07-29,55,ABRUZZO,37.2.1
65,2021-07-29,30,ABRUZZO,37.2.1
66,2021-07-29,33,ABRUZZO,37.2.1
67,2021-07-29,55,ABRUZZO,37.2.1
68,2021-07-29,40,ABRUZZO,37.2.1
58,2021-07-29,30,ABRUZZO,37.2.1
69,2021-07-29,40,ABRUZZO,37.2.1
90,2021-07-29,60,CALABRIA,37.2.2
124,2021-07-29,35,CALABRIA,37.2.2
125,2021-07-29,40,CALABRIA,37.2.2
126,2021-07-29,60,CALABRIA,37.2.2
135,2021-07-29,38,CAMPANIA,37.1.3
147,2021-07-29,50,EMILIA ROMAGNA,37.2.1
148,2021-07-29,55,EMILIA ROMAGNA,37.2.1
233,2021-07-29,42,LIGURIA,37.1.3
234,2021-07-29,36,LIGURIA,37.1.3
235,2021-07-29,32,LIGURIA,37.1.3
236,2021-07-29,80,LIGURIA,37.1.3
237,2021-07-29,50,LIGURIA,37.1.3
238,2021-07-29,37,LIGURIA,37.1.3
300,2021-07-29,55,MARCHE,37.2.1
259,2021-07-29,45,MARCHE,37.2.1
301,2021-07-29,30,MARCHE,37.2.1
302,2021-07-29,40,MARCHE,37.2.1
303,2021-07-29,25,MARCHE,37.2.1
304,2021-07-29,35,MARCHE,37.2.1
305,2021-07-29,50,MARCHE,37.2.1
362,2021-07-29,40,TOSCANA,37.1.3
363,2021-07-29,50,TOSCANA,37.1.3
373,2021-07-29,50,VENETO,37.2.1
70,2021-07-30,35,ABRUZZO,37.2.1
11,2021-07-30,35,ABRUZZO,37.2.1
57,2021-07-30,65,ABRUZZO,37.2.1
71,2021-07-30,35,ABRUZZO,37.2.1
72,2021-07-30,60,ABRUZZO,37.2.1
73,2021-07-30,35,ABRUZZO,37.2.1
16,2021-07-30,50,ABRUZZO,37.2.1
74,2021-07-30,40,ABRUZZO,37.2.1
75,2021-07-30,40,ABRUZZO,37.2.1
127,2021-07-30,50,CALABRIA,37.2.2
128,2021-07-30,45,CALABRIA,37.2.2
129,2021-07-30,55,CALABRIA,37.2.2
103,2021-07-30,70,CALABRIA,37.2.2
149,2021-07-30,40,EMILIA ROMAGNA,37.2.1
239,2021-07-30,38,LIGURIA,37.1.3
240,2021-07-30,60,LIGURIA,37.1.3
241,2021-07-30,50,LIGURIA,37.1.3
242,2021-07-30,60,LIGURIA,37.1.3
243,2021-07-30,30,LIGURIA,37.1.3
306,2021-07-30,45,MARCHE,37.2.1
307,2021-07-30,40,MARCHE,37.2.1
308,2021-07-30,35,MARCHE,37.2.1
309,2021-07-30,30,MARCHE,37.2.1
310,2021-07-30,65,MARCHE,37.2.1
311,2021-07-30,40,MARCHE,37.2.1
327,2021-07-30,70,MOLISE,37.2.1
48,2021-07-31,35,ABRUZZO,37.2.1
76,2021-07-31,45,ABRUZZO,37.2.1
77,2021-07-31,40,ABRUZZO,37.2.1
78,2021-07-31,30,ABRUZZO,37.2.1
79,2021-07-31,40,ABRUZZO,37.2.1
80,2021-07-31,50,ABRUZZO,37.2.1
40,2021-07-31,30,ABRUZZO,37.2.1
81,2021-07-31,40,ABRUZZO,37.2.1
82,2021-07-31,35,ABRUZZO,37.2.1
111,2021-07-31,35,CALABRIA,37.2.2
130,2021-07-31,90,CALABRIA,37.2.2
139,2021-07-31,38,CAMPANIA,37.1.3
150,2021-07-31,50,EMILIA ROMAGNA,37.2.1
162,2021-07-31,65,FRIULI VENEZIA GIULIA,37.2.1
163,2021-07-31,50,FRIULI VENEZIA GIULIA,37.2.1
164,2021-07-31,60,FRIULI VENEZIA GIULIA,37.2.1
184,2021-07-31,50,LAZIO,37.1.3
171,2021-07-31,38,LAZIO,37.1.3
185,2021-07-31,78,LAZIO,37.1.3
244,2021-07-31,30,LIGURIA,37.1.3
245,2021-07-31,60,LIGURIA,37.1.3
246,2021-07-31,40,LIGURIA,37.1.3
247,2021-07-31,45,LIGURIA,37.1.3
248,2021-07-31,50,LIGURIA,37.1.3
249,2021-07-31,32,LIGURIA,37.1.3
250,2021-07-31,30,LIGURIA,37.1.3
312,2021-07-31,45,MARCHE,37.2.1
313,2021-07-31,40,MARCHE,37.2.1
314,2021-07-31,40,MARCHE,37.2.1
315,2021-07-31,65,MARCHE,37.2.1
316,2021-07-31,53,MARCHE,37.2.1
317,2021-07-31,35,MARCHE,37.2.1
318,2021-07-31,38,MARCHE,37.2.1
319,2021-07-31,40,MARCHE,37.2.1
320,2021-07-31,40,MARCHE,37.2.1
41,2021-08-01,55,ABRUZZO,37.2.1
83,2021-08-01,40,ABRUZZO,37.2.1
81,2021-08-01,45,ABRUZZO,37.2.1
90,2021-08-01,40,CALABRIA,37.2.2
112,2021-08-01,50,CALABRIA,37.2.2
131,2021-08-01,45,CALABRIA,37.2.2
101,2021-08-01,40,CALABRIA,37.2.2
105,2021-08-01,50,CALABRIA,37.2.2
95,2021-08-01,70,CALABRIA,37.2.2
251,2021-08-01,60,LIGURIA,37.1.3
321,2021-08-01,40,MARCHE,37.2.1
322,2021-08-01,30,MARCHE,37.2.1
323,2021-08-01,70,MARCHE,37.2.1
364,2021-08-01,35,TOSCANA,37.1.3
90,2021-08-02,70,CALABRIA,37.2.2
132,2021-08-02,40,CALABRIA,37.2.2
101,2021-08-02,80,CALABRIA,37.2.2
133,2021-08-02,35,CALABRIA,37.2.2
96,2021-08-02,60,CALABRIA,37.2.2
105,2021-08-02,50,CALABRIA,37.2.2
365,2021-08-02,40,TOSCANA,37.1.3
151,2021-08-03,75,EMILIA ROMAGNA,37.2.1
237,2021-08-03,80,LIGURIA,37.1.3
318,2021-08-03,55,MARCHE,37.2.1
304,2021-08-03,50,MARCHE,37.2.1
324,2021-08-03,35,MARCHE,37.2.1
335,2021-08-03,45,SARDEGNA,37.1.3
333,2021-08-03,70,SARDEGNA,37.1.3
370,2021-08-03,73,VENETO,37.2.1
374,2021-08-03,48,VENETO,37.2.1
375,2021-08-03,73,VENETO,37.2.1
376,2021-08-03,54,VENETO,37.2.1
